CPU Load: 57.07% | Memory Usage: 29.91% | CPU Temperature: 61.25 °C
Uptime: up 34 minutes | CPU Load: 44.13% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 34 minutes | CPU Load: 36.53% | Memory Usage: 31.21% | CPU Temperature: 55.00 °C
Uptime: up 34 minutes | CPU Load: 41.96% | Memory Usage: 31.21% | CPU Temperature: 55.55 °C
Uptime: up 34 minutes | CPU Load: 30.80% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 34 minutes | CPU Load: 11.84% | Memory Usage: 27.99% | CPU Temperature: 52.22 °C
Uptime: up 34 minutes | CPU Load: 40.47% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 34 minutes | CPU Load: 42.98% | Memory Usage: 31.21% | CPU Temperature: 53.88 °C
Uptime: up 34 minutes | CPU Load: 49.92% | Memory Usage: 31.26% | CPU Temperature: 58.33 °C
Uptime: up 34 minutes | CPU Load: 41.18% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 34 minutes | CPU Load: 41.48% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 34 minutes | CPU Load: 39.56% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 34 minutes | CPU Load: 48.24% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 34 minutes | CPU Load: 42.50% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 34 minutes | CPU Load: 44.18% | Memory Usage: 31.21% | CPU Temperature: 55.55 °C
Uptime: up 34 minutes | CPU Load: 41.15% | Memory Usage: 31.21% | CPU Temperature: 57.22 °C
Uptime: up 34 minutes | CPU Load: 54.19% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 34 minutes | CPU Load: 42.18% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 34 minutes | CPU Load: 41.39% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 41.55% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 35 minutes | CPU Load: 40.30% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 35 minutes | CPU Load: 34.80% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 13.47% | Memory Usage: 27.99% | CPU Temperature: 52.77 °C
Uptime: up 35 minutes | CPU Load: 37.12% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 36.59% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 46.02% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 41.79% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 44.61% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 35 minutes | CPU Load: 37.82% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 51.09% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 35 minutes | CPU Load: 44.16% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 43.73% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 41.75% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 35 minutes | CPU Load: 53.04% | Memory Usage: 31.26% | CPU Temperature: 57.77 °C
Uptime: up 35 minutes | CPU Load: 43.07% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 35 minutes | CPU Load: 47.55% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 35 minutes | CPU Load: 40.51% | Memory Usage: 31.31% | CPU Temperature: 54.44 °C
Uptime: up 35 minutes | CPU Load: 43.99% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 35 minutes | CPU Load: 44.76% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 35 minutes | CPU Load: 15.19% | Memory Usage: 27.99% | CPU Temperature: 53.88 °C
Uptime: up 35 minutes | CPU Load: 26.22% | Memory Usage: 31.31% | CPU Temperature: 55.00 °C
Uptime: up 35 minutes | CPU Load: 35.18% | Memory Usage: 31.31% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 41.05% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 35 minutes | CPU Load: 42.33% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 44.11% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 35 minutes | CPU Load: 44.28% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 35 minutes | CPU Load: 57.60% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 44.37% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 50.25% | Memory Usage: 31.52% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 38.72% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 55.22% | Memory Usage: 31.31% | CPU Temperature: 57.77 °C
Uptime: up 36 minutes | CPU Load: 41.02% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 50.50% | Memory Usage: 31.31% | CPU Temperature: 57.22 °C
Uptime: up 36 minutes | CPU Load: 44.01% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 36 minutes | CPU Load: 43.94% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 38.95% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 36 minutes | CPU Load: 12.77% | Memory Usage: 31.26% | CPU Temperature: 52.22 °C
Uptime: up 36 minutes | CPU Load: 24.54% | Memory Usage: 31.26% | CPU Temperature: 53.88 °C
Uptime: up 36 minutes | CPU Load: 38.58% | Memory Usage: 31.26% | CPU Temperature: 54.44 °C
Uptime: up 36 minutes | CPU Load: 43.70% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 36 minutes | CPU Load: 44.92% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 45.30% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 54.47% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 52.02% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 36 minutes | CPU Load: 43.53% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 47.39% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 38.15% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 36 minutes | CPU Load: 53.21% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 36 minutes | CPU Load: 44.01% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 36 minutes | CPU Load: 47.46% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 36 minutes | CPU Load: 45.44% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 41.28% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 36 minutes | CPU Load: 43.20% | Memory Usage: 31.26% | CPU Temperature: 54.44 °C
Uptime: up 36 minutes | CPU Load: 13.51% | Memory Usage: 31.26% | CPU Temperature: 52.22 °C
Uptime: up 37 minutes | CPU Load: 27.39% | Memory Usage: 31.47% | CPU Temperature: 53.33 °C
Uptime: up 37 minutes | CPU Load: 39.73% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 37 minutes | CPU Load: 54.22% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 41.65% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 45.45% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 45.61% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 37 minutes | CPU Load: 50.34% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 40.03% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 45.45% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 44.46% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 37 minutes | CPU Load: 53.20% | Memory Usage: 31.47% | CPU Temperature: 57.77 °C
Uptime: up 37 minutes | CPU Load: 39.76% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 45.71% | Memory Usage: 31.52% | CPU Temperature: 57.22 °C
Uptime: up 37 minutes | CPU Load: 47.74% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 37 minutes | CPU Load: 40.98% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 45.27% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 37 minutes | CPU Load: 16.16% | Memory Usage: 31.42% | CPU Temperature: 52.77 °C
Uptime: up 37 minutes | CPU Load: 31.31% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 38.49% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 37 minutes | CPU Load: 45.71% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 37 minutes | CPU Load: 43.03% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 46.22% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 37 minutes | CPU Load: 40.75% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 53.12% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 42.76% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 48.91% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 37 minutes | CPU Load: 41.82% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 37 minutes | CPU Load: 52.96% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 41.82% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 49.58% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 38 minutes | CPU Load: 47.54% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 38.34% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 38 minutes | CPU Load: 40.27% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 38 minutes | CPU Load: 13.20% | Memory Usage: 31.26% | CPU Temperature: 53.33 °C
Uptime: up 38 minutes | CPU Load: 28.72% | Memory Usage: 31.26% | CPU Temperature: 53.33 °C
Uptime: up 38 minutes | CPU Load: 38.64% | Memory Usage: 31.31% | CPU Temperature: 55.00 °C
Uptime: up 38 minutes | CPU Load: 44.18% | Memory Usage: 31.26% | CPU Temperature: 54.44 °C
Uptime: up 38 minutes | CPU Load: 42.42% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 51.10% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 42.71% | Memory Usage: 31.31% | CPU Temperature: 55.55 °C
Uptime: up 38 minutes | CPU Load: 49.24% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 42.50% | Memory Usage: 31.31% | CPU Temperature: 57.77 °C
Uptime: up 38 minutes | CPU Load: 46.97% | Memory Usage: 31.31% | CPU Temperature: 55.00 °C
Uptime: up 38 minutes | CPU Load: 52.46% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 51.85% | Memory Usage: 31.31% | CPU Temperature: 58.33 °C
Uptime: up 38 minutes | CPU Load: 39.73% | Memory Usage: 31.31% | CPU Temperature: 57.77 °C
Uptime: up 38 minutes | CPU Load: 47.64% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 46.36% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 38 minutes | CPU Load: 40.30% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 38 minutes | CPU Load: 41.28% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 11.97% | Memory Usage: 31.26% | CPU Temperature: 53.33 °C
Uptime: up 38 minutes | CPU Load: 32.38% | Memory Usage: 31.26% | CPU Temperature: 53.88 °C
Uptime: up 38 minutes | CPU Load: 41.08% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 38 minutes | CPU Load: 43.43% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 43.03% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 38 minutes | CPU Load: 49.16% | Memory Usage: 31.26% | CPU Temperature: 57.77 °C
Uptime: up 39 minutes | CPU Load: 43.29% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 39 minutes | CPU Load: 62.81% | Memory Usage: 31.36% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 42.18% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
Uptime: up 39 minutes | CPU Load: 55.22% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 45.21% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 52.69% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 45.96% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 39 minutes | CPU Load: 46.72% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 41.71% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 39 minutes | CPU Load: 32.60% | Memory Usage: 31.26% | CPU Temperature: 55.00 °C
Uptime: up 39 minutes | CPU Load: 41.67% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 19.30% | Memory Usage: 31.26% | CPU Temperature: 52.77 °C
Uptime: up 39 minutes | CPU Load: 34.07% | Memory Usage: 31.42% | CPU Temperature: 53.88 °C
Uptime: up 39 minutes | CPU Load: 41.46% | Memory Usage: 31.42% | CPU Temperature: 55.00 °C
Uptime: up 39 minutes | CPU Load: 49.58% | Memory Usage: 31.42% | CPU Temperature: 55.55 °C
Uptime: up 39 minutes | CPU Load: 56.71% | Memory Usage: 31.42% | CPU Temperature: 54.44 °C
Uptime: up 39 minutes | CPU Load: 48.40% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 46.78% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 50.68% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 39.06% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 50.59% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 45.70% | Memory Usage: 31.42% | CPU Temperature: 55.00 °C
Uptime: up 39 minutes | CPU Load: 46.58% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 39 minutes | CPU Load: 39.83% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 39 minutes | CPU Load: 44.35% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 39 minutes | CPU Load: 41.65% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 39 minutes | CPU Load: 32.88% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 40 minutes | CPU Load: 46.11% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 40 minutes | CPU Load: 14.86% | Memory Usage: 31.47% | CPU Temperature: 53.88 °C
Uptime: up 40 minutes | CPU Load: 36.99% | Memory Usage: 31.42% | CPU Temperature: 55.00 °C
Uptime: up 40 minutes | CPU Load: 42.33% | Memory Usage: 31.36% | CPU Temperature: 55.55 °C
Uptime: up 40 minutes | CPU Load: 44.93% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 40.40% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 40 minutes | CPU Load: 46.62% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 40 minutes | CPU Load: 45.76% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 51.18% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 40 minutes | CPU Load: 37.44% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 40 minutes | CPU Load: 50.08% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 48.74% | Memory Usage: 31.42% | CPU Temperature: 55.00 °C
Uptime: up 40 minutes | CPU Load: 45.19% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 40 minutes | CPU Load: 39.60% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 40 minutes | CPU Load: 43.84% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 43.15% | Memory Usage: 31.47% | CPU Temperature: 57.77 °C
Uptime: up 40 minutes | CPU Load: 30.86% | Memory Usage: 31.47% | CPU Temperature: 55.55 °C
Uptime: up 40 minutes | CPU Load: 40.34% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 40 minutes | CPU Load: 14.84% | Memory Usage: 31.42% | CPU Temperature: 53.88 °C
Uptime: up 40 minutes | CPU Load: 36.87% | Memory Usage: 31.47% | CPU Temperature: 55.55 °C
Uptime: up 40 minutes | CPU Load: 42.03% | Memory Usage: 31.47% | CPU Temperature: 55.55 °C
Uptime: up 40 minutes | CPU Load: 50.25% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 40 minutes | CPU Load: 46.79% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 49.49% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 46.04% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 48.65% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 40 minutes | CPU Load: 39.50% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 40 minutes | CPU Load: 48.56% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 41 minutes | CPU Load: 45.85% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 41 minutes | CPU Load: 48.40% | Memory Usage: 31.78% | CPU Temperature: 58.33 °C
Uptime: up 41 minutes | CPU Load: 39.12% | Memory Usage: 31.36% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 45.64% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 43.88% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 37.06% | Memory Usage: 31.47% | CPU Temperature: 58.88 °C
Uptime: up 41 minutes | CPU Load: 42.42% | Memory Usage: 31.47% | CPU Temperature: 57.77 °C
Uptime: up 41 minutes | CPU Load: 14.00% | Memory Usage: 31.42% | CPU Temperature: 52.22 °C
Uptime: up 41 minutes | CPU Load: 36.21% | Memory Usage: 31.42% | CPU Temperature: 53.88 °C
Uptime: up 41 minutes | CPU Load: 39.86% | Memory Usage: 31.42% | CPU Temperature: 54.44 °C
Uptime: up 41 minutes | CPU Load: 45.10% | Memory Usage: 31.42% | CPU Temperature: 55.55 °C
Uptime: up 41 minutes | CPU Load: 40.13% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 41 minutes | CPU Load: 48.14% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 41 minutes | CPU Load: 46.46% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 41 minutes | CPU Load: 51.18% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 41 minutes | CPU Load: 50.68% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 53.39% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 41 minutes | CPU Load: 47.72% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 41 minutes | CPU Load: 46.13% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 39.56% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 41 minutes | CPU Load: 43.24% | Memory Usage: 31.42% | CPU Temperature: 58.33 °C
Uptime: up 41 minutes | CPU Load: 44.44% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 30.57% | Memory Usage: 31.42% | CPU Temperature: 57.77 °C
Uptime: up 41 minutes | CPU Load: 39.26% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 41 minutes | CPU Load: 19.80% | Memory Usage: 31.47% | CPU Temperature: 53.33 °C
Uptime: up 41 minutes | CPU Load: 35.09% | Memory Usage: 31.47% | CPU Temperature: 53.33 °C
Uptime: up 41 minutes | CPU Load: 40.47% | Memory Usage: 31.42% | CPU Temperature: 55.00 °C
Uptime: up 42 minutes | CPU Load: 47.72% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 42 minutes | CPU Load: 40.14% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 42 minutes | CPU Load: 59.02% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 42 minutes | CPU Load: 44.54% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 42 minutes | CPU Load: 51.01% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 42 minutes | CPU Load: 42.76% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
Uptime: up 42 minutes | CPU Load: 48.14% | Memory Usage: 31.47% | CPU Temperature: 57.22 °C
Uptime: up 42 minutes | CPU Load: 46.87% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 42 minutes | CPU Load: 44.35% | Memory Usage: 31.36% | CPU Temperature: 57.22 °C
Uptime: up 42 minutes | CPU Load: 40.88% | Memory Usage: 31.47% | CPU Temperature: 56.11 °C
Uptime: up 42 minutes | CPU Load: 44.46% | Memory Usage: 31.42% | CPU Temperature: 56.11 °C
Uptime: up 42 minutes | CPU Load: 41.65% | Memory Usage: 31.47% | CPU Temperature: 56.66 °C
Uptime: up 42 minutes | CPU Load: 33.00% | Memory Usage: 31.47% | CPU Temperature: 55.00 °C
Uptime: up 42 minutes | CPU Load: 42.33% | Memory Usage: 31.47% | CPU Temperature: 57.77 °C
Uptime: up 42 minutes | CPU Load: 15.18% | Memory Usage: 31.47% | CPU Temperature: 53.33 °C
